 12, 0 - 11, 0  0.000  2.040  1.276 1.368E+14
 M-2T  1.2058E+14 M-3T  1.6213E+13
 12, 0 - 10, 0  0.000  1.205  0.835 1.333E+13
 M-2T  1.3329E+13
 12, 0 -  9, 0  1.547  0.876  0.626 3.091E+13
 M-1T  3.0909E+13
 12, 0 -  8, 0  0.928  0.678  0.491 ***NO RATE***
 12, 0 -  7, 0  0.664  0.537  0.392 ***NO RATE***
 12, 0 -  6, 0  0.499  0.426  0.312 ***NO RATE***
 12, 0 -  5, 0  0.376  0.332  0.244 ***NO RATE***
 12, 0 -  4, 0  0.276  0.249  0.184 ***NO RATE***
 12, 0 -  3, 0  0.188  0.172  0.127 ***NO RATE***
 12, 0 -  2, 0  0.108  0.099  0.074 ***NO RATE***
 12, 0 -  1, 0  0.040  0.038  0.028 ***NO RATE***
 12, 0 - 11, 1  0.040  2.050  1.281 8.860E+13
 D-RT  1.4704E+12 D-2T  6.5578E+13 D-3T  2.1550E+13
 12, 0 - 10, 1  0.040  1.207  0.837 1.261E+13
 D-RT  1.6784E+12 D-2T  7.5194E+12 D-3T  3.4083E+12
 12, 0 -  9, 1  1.554  0.878  0.627 2.747E+13
 D-RT  1.9322E+12 D-1T  2.2289E+13 D-2T  2.5505E+12 D-3T  7.0306E+11
 12, 0 -  8, 1  0.930  0.679  0.492 1.352E+13
 D-RT  2.2960E+12 D-1T  1.0301E+13 D-2T  7.3202E+11 D-3T  1.9611E+11
 12, 0 -  7, 1  0.666  0.538  0.393 6.650E+12
 D-RT  2.8266E+12 D-1T  3.5231E+12 D-2T  2.3824E+11 D-3T  6.1992E+10
 12, 0 -  6, 1  0.500  0.426  0.313 4.938E+12
 D-RT  3.6184E+12 D-1T  1.2202E+12 D-2T  7.9641E+10 D-3T  2.0095E+10
 12, 0 -  5, 1  0.377  0.332  0.245 5.271E+12
 D-RT  4.8444E+12 D-1T  3.9547E+11 D-2T  2.5138E+10 D-3T  6.1357E+09
 12, 0 -  4, 1  0.277  0.249  0.184 6.951E+12
 D-RT  6.8346E+12 D-1T  1.0827E+11 D-2T  6.7418E+09 D-3T  1.5868E+09
 12, 0 -  3, 1  0.189  0.173  0.128 1.023E+13
 D-RT  1.0203E+13 D-1T  2.0819E+10 D-2T  1.2748E+09 D-3T  2.8820E+08
 12, 0 -  2, 1  0.108  0.100  0.074 1.534E+13
 D-RT  1.5337E+13 D-1T  1.7569E+09 D-2T  1.0603E+08 D-3T  2.2914E+07
 12, 0 - 11, 2  0.108  2.064  1.287 1.912E+13
 Q-RT  1.5467E+08 Q-2T  1.5075E+13 Q-3T  4.0477E+12
 12, 0 - 10, 2  0.108  1.211  0.839 1.037E+12
 Q-RT  2.8574E+08 Q-2T  8.2290E+11 Q-3T  2.1366E+11
 12, 0 -  9, 2  1.563  0.880  0.628 4.059E+11
 Q-RT  4.6440E+08 Q-1T  2.6853E+11 Q-2T  1.1351E+11 Q-3T  2.3376E+10
 12, 0 -  8, 2  0.933  0.681  0.493 1.323E+11
 Q-RT  7.3490E+08 Q-1T  1.0667E+11 Q-2T  2.0547E+10 Q-3T  4.3449E+09
 12, 0 -  7, 2  0.667  0.539  0.393 4.356E+10
 Q-RT  1.1685E+09 Q-1T  3.6500E+10 Q-2T  4.8624E+09 Q-3T  1.0274E+09
 12, 0 -  6, 2  0.501  0.427  0.313 1.528E+10
 Q-RT  1.8962E+09 Q-1T  1.1851E+10 Q-2T  1.2740E+09 Q-3T  2.6280E+08
 12, 0 -  5, 2  0.378  0.333  0.245 6.943E+09
 Q-RT  3.1609E+09 Q-1T  3.3961E+09 Q-2T  3.2183E+08 Q-3T  6.3756E+07
 12, 0 -  4, 2  0.277  0.250  0.184 6.176E+09
 Q-RT  5.3436E+09 Q-1T  7.5318E+08 Q-2T  6.6249E+07 Q-3T  1.2470E+07
 12, 0 -  3, 2  0.190  0.173  0.128 8.301E+09
 Q-RT  8.1971E+09 Q-1T  9.4360E+07 Q-2T  7.9340E+06 Q-3T  1.4088E+06
 12, 0 - 11, 3  0.190  2.069  1.289 1.309E+12
 8-RT  5.2881E+03 8-2T  1.0835E+12 8-3T  2.2578E+11
 12, 0 - 10, 3  0.190  1.212  0.840 2.666E+10
